filter - *.*
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
UNIT32.PAS,,c,v2,c,v4,v5,c,v6,c,v8,c,v11,v12,x,v13,v15,v16,c,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v17,x,v39,v41,c,v7,v37,v42,v45,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v46,c,x,x,v66,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,x,v83,v98,x
UNIT33.PAS,,c,v2,c,v4,v5,c,v6,c,v8,c,c,c,x,v12,v11,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v15,v41,c,v7,v39,v13,v45,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,,v79,c,c,c,c,c,c,v88,v90,x,,v89,v91,v95,x,v83,v98,x
UNIT34.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,x,v83,v98,x
UNIT4.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UNIT4.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UNIT5.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UNIT5.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UNIT52.PAS,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,,x,v61,c,v63,v65,x,x,x,x,x,x,x,x,x,x,x,x,v66,x,x,x,x,,v84,x,v85,v87,x,v88,v90,x,x,x,v91,v95,c,x,x,x
UNIT6.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UNIT6.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UNIT7.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UNIT7.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UNIT8.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UNIT8.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UNIT9.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UNIT9.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UNIT9.PAS,,c,v2,c,v4,v5,c,v6,c,v8,v7,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,v10,v23,v36,c,v37,x,v39,v41,c,v42,v44,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,c,x,x,v69,v73,v74,v75,v76,v77,v78,x,x,v35,v79,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,v91,v95,c,v83,v98,x
UUU.PAS,x,x,x,x,x,x,x,x,,x,,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,x,v23,v36,x,v37,x,v39,v41,v42,x,v43,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,v69,x,x,v70,v73,v74,v75,v76,v77,v78,x,x,x,v79,v83,v84,c,v85,v87,x,v88,v90,x,x,x,v91,v95,x,v96,v98,x
UUU.PAS,x,x,x,x,x,x,x,x,,x,,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,x,v23,v36,x,v37,x,v39,v41,v42,x,v43,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,v69,x,x,v70,v73,v74,v75,v76,v77,v78,x,x,x,v79,v83,v84,c,v85,v87,x,v88,v90,x,x,x,v91,v95,x,v96,v98,x
DEFIN.PAS,,c,c,c,v4,v5,c,v6,c,v8,c,c,c,x,v12,c,c,c,v18,x,v19,x,,x,x,x,x,x,x,x,x,x,x,x,v10,c,v36,c,c,x,,c,c,c,c,c,c,c,c,x,x,x,x,x,x,x,,c,c,c,c,c,c,c,c,c,x,x,,c,x,x,,v73,c,c,c,c,v65,x,x,v35,c,c,v84,c,v85,v87,v82,v88,v90,x,v89,v93,c,c,c,c,c,x
UNIT100.PAS,x,x,x,x,x,x,x,x,,x,,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,x,v23,v36,x,v37,x,v39,v41,v42,x,v43,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,v69,x,x,v70,v73,v74,v75,v76,v77,v78,x,x,x,v79,v83,v84,c,v85,v87,x,v88,v90,x,x,x,v91,v95,x,v96,v98,x
UNITT.PAS,x,x,x,x,x,x,x,x,,x,,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,x,v23,v36,x,v37,x,v39,v41,v42,x,v43,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,v69,x,x,v70,v73,v74,v75,v76,v77,v78,x,x,x,v79,v83,v84,c,v85,v87,x,v88,v90,x,x,x,v91,v95,x,v96,v98,x
UNITT.PAS,x,x,x,x,x,x,x,x,,x,,v11,v12,x,v13,v15,v16,v17,v18,x,v19,x,v21,x,x,x,x,x,x,x,x,x,x,x,x,v23,v36,x,v37,x,v39,v41,v42,x,v43,v45,v46,v47,v48,x,x,x,x,x,x,x,v49,v57,v58,v59,v60,v61,v62,v63,v64,v65,x,x,v66,v69,x,x,v70,v73,v74,v75,v76,v77,v78,x,x,x,v79,v83,v84,c,v85,v87,x,v88,v90,x,x,x,v91,v95,x,v96,v98,x
VZOR.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-10.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-10L.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-400MIL.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-4MIL.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-4MLD.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-8L.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-9L.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-JC3.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-JC3-L8.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-JF3.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-JF3-L8.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-L10.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-L8.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-LEVEL9.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-M1.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-M1-D4.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-C4.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-C4-10L.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-C4-9L.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-C4-L8.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-D4.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-D4-10L.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-D4-9L.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-D4JF6.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-D4C5.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-D4D5.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-D4D5C4.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-D4E6.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-E4.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-E4-10L.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-E4-4MLD.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-E4-9L.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-E4-L8.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-E4-LEVEL10.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
VZOR-E4-LEVEL10-M1.POZ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x
